
[Flag.5.2]

Name,Value,Extent,FlagTreatAs,TakeBit,Manipulate,Access,Sim,OnWrite,HasSP,Label,Desc,Class,FormType,Format / On,Format / Off,ColType,Color / On,Color / Off,Event1 / Mode,Event2 / Mode,Trigger1 / Mode,Trigger2 / Mode,Sec / Access,Sec / Logging
DRV_GUIDE_SHEAVE_LS_DIAG,[PLC1.Fault_Table[0]],0,Bit Array Little-Endian,Bit 24,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
RTN_GUIDE_SHEAVE_HS_DIAG,[PLC1.Fault_Table[2]],0,Bit Array Little-Endian,Bit 0,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
TWR1_HS_DIAGNOSTIC_FLT,[PLC1.Fault_Table[2]],0,Bit Array Little-Endian,Bit 1,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
TWR2_HS_DIAGNOSTIC_FLT,[PLC1.Fault_Table[2]],0,Bit Array Little-Endian,Bit 2,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
TWR3_HS_DIAGNOSTIC_FLT,[PLC1.Fault_Table[2]],0,Bit Array Little-Endian,Bit 3,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
TWR4_HS_DIAGNOSTIC_FLT,[PLC1.Fault_Table[2]],0,Bit Array Little-Endian,Bit 4,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
TWR5_HS_DIAGNOSTIC_FLT,[PLC1.Fault_Table[2]],0,Bit Array Little-Endian,Bit 5,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
TWR6_HS_DIAGNOSTIC_FLT,[PLC1.Fault_Table[2]],0,Bit Array Little-Endian,Bit 6,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
TWR7_HS_DIAGNOSTIC_FLT,[PLC1.Fault_Table[2]],0,Bit Array Little-Endian,Bit 7,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
TWR8_HS_DIAGNOSTIC_FLT,[PLC1.Fault_Table[2]],0,Bit Array Little-Endian,Bit 8,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
TWR9_HS_DIAGNOSTIC_FLT,[PLC1.Fault_Table[2]],0,Bit Array Little-Endian,Bit 9,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
TWR10_HS_DIAGNOSTIC_FLT,[PLC1.Fault_Table[2]],0,Bit Array Little-Endian,Bit 10,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
TWR11_HS_DIAGNOSTIC_FLT,[PLC1.Fault_Table[2]],0,Bit Array Little-Endian,Bit 11,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
TWR12_HS_DIAGNOSTIC_FLT,[PLC1.Fault_Table[2]],0,Bit Array Little-Endian,Bit 12,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
TWR13_HS_DIAGNOSTIC_FLT,[PLC1.Fault_Table[2]],0,Bit Array Little-Endian,Bit 13,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
TWR14_HS_DIAGNOSTIC_FLT,[PLC1.Fault_Table[2]],0,Bit Array Little-Endian,Bit 14,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
TWR15_HS_DIAGNOSTIC_FLT,[PLC1.Fault_Table[2]],0,Bit Array Little-Endian,Bit 15,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
TWR16_HS_DIAGNOSTIC_FLT,[PLC1.Fault_Table[2]],0,Bit Array Little-Endian,Bit 16,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
TWR17_HS_DIAGNOSTIC_FLT,[PLC1.Fault_Table[2]],0,Bit Array Little-Endian,Bit 17,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
TWR18_HS_DIAGNOSTIC_FLT,[PLC1.Fault_Table[2]],0,Bit Array Little-Endian,Bit 18,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
TWR19_HS_DIAGNOSTIC_FLT,[PLC1.Fault_Table[2]],0,Bit Array Little-Endian,Bit 19,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
TWR20_HS_DIAGNOSTIC_FLT,[PLC1.Fault_Table[2]],0,Bit Array Little-Endian,Bit 20,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
TWR21_HS_DIAGNOSTIC_FLT,[PLC1.Fault_Table[2]],0,Bit Array Little-Endian,Bit 21,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
TWR22_HS_DIAGNOSTIC_FLT,[PLC1.Fault_Table[2]],0,Bit Array Little-Endian,Bit 22,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
TWR23_HS_DIAGNOSTIC_FLT,[PLC1.Fault_Table[2]],0,Bit Array Little-Endian,Bit 23,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
DRV_GUIDE_SHEAVE_HS_DIAG,[PLC1.Fault_Table[2]],0,Bit Array Little-Endian,Bit 24,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F07_0_PD1_CONTACTOR_FLT,[PLC1.Fault_Table[7]],0,Bit Array Little-Endian,Bit 0,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F07_1_PD2_CONTACTOR_FLT,[PLC1.Fault_Table[7]],0,Bit Array Little-Endian,Bit 1,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F07_2_SD1_CONTACTOR_FLT,[PLC1.Fault_Table[7]],0,Bit Array Little-Endian,Bit 2,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F07_3_SD2_CONTACTOR_FLT,[PLC1.Fault_Table[7]],0,Bit Array Little-Endian,Bit 3,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F07_4_TD1_CONTACTOR_FLT,[PLC1.Fault_Table[7]],0,Bit Array Little-Endian,Bit 4,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F07_5_TD2_CONTACTOR_FLT,[PLC1.Fault_Table[7]],0,Bit Array Little-Endian,Bit 5,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F08_00_Portal_BB,[PLC1.Fault_Table[8]],0,Bit Array Little-Endian,Bit 0,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F08_1_TOWER1BRITTLEBAR,[PLC1.Fault_Table[8]],0,Bit Array Little-Endian,Bit 1,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F08_2_TOWER2BRITTLEBAR,[PLC1.Fault_Table[8]],0,Bit Array Little-Endian,Bit 2,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F08_3_TOWER3BRITTLEBAR,[PLC1.Fault_Table[8]],0,Bit Array Little-Endian,Bit 3,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F08_4_TOWER4BRITTLEBAR,[PLC1.Fault_Table[8]],0,Bit Array Little-Endian,Bit 4,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F08_5_TOWER5BRITTLEBAR,[PLC1.Fault_Table[8]],0,Bit Array Little-Endian,Bit 5,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F08_6_TOWER6BRITTLEBAR,[PLC1.Fault_Table[8]],0,Bit Array Little-Endian,Bit 6,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F08_7_TOWER7BRITTLEBAR,[PLC1.Fault_Table[8]],0,Bit Array Little-Endian,Bit 7,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F08_8_TOWER8BRITTLEBAR,[PLC1.Fault_Table[8]],0,Bit Array Little-Endian,Bit 8,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F08_9_TOWER9BRITTLEBAR,[PLC1.Fault_Table[8]],0,Bit Array Little-Endian,Bit 9,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F08_10_TOWER10BRITTLEBAR,[PLC1.Fault_Table[8]],0,Bit Array Little-Endian,Bit 10,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F08_11_TOWER11BRITTLEBAR,[PLC1.Fault_Table[8]],0,Bit Array Little-Endian,Bit 11,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F08_12_TOWER12BRITTLEBAR,[PLC1.Fault_Table[8]],0,Bit Array Little-Endian,Bit 12,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F08_13_TOWER13BRITTLEBAR,[PLC1.Fault_Table[8]],0,Bit Array Little-Endian,Bit 13,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F08_14_TOWER14BRITTLEBAR,[PLC1.Fault_Table[8]],0,Bit Array Little-Endian,Bit 14,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F08_15_TOWER15BRITTLEBAR,[PLC1.Fault_Table[8]],0,Bit Array Little-Endian,Bit 15,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F08_16_TOWER16BRITTLEBAR,[PLC1.Fault_Table[8]],0,Bit Array Little-Endian,Bit 16,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F08_17_TOWER17BRITTLEBAR,[PLC1.Fault_Table[8]],0,Bit Array Little-Endian,Bit 17,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F08_18_TOWER18BRITTLEBAR,[PLC1.Fault_Table[8]],0,Bit Array Little-Endian,Bit 18,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F08_19_TOWER19BRITTLEBAR,[PLC1.Fault_Table[8]],0,Bit Array Little-Endian,Bit 19,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F08_20_TOWER20BRITTLEBAR,[PLC1.Fault_Table[8]],0,Bit Array Little-Endian,Bit 20,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F08_21_TOWER21BRITTLEBAR,[PLC1.Fault_Table[8]],0,Bit Array Little-Endian,Bit 21,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F08_22_TOWER22BRITTLEBAR,[PLC1.Fault_Table[8]],0,Bit Array Little-Endian,Bit 22,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F08_23_TOWER23BRITTLEBAR,[PLC1.Fault_Table[8]],0,Bit Array Little-Endian,Bit 23,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F08_31_BBR_Trip,[PLC1.Fault_Table[8]],0,Bit Array Little-Endian,Bit 31,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_00_DIC_ES,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 0,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_01_DCC_ES,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 1,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_02_PLC_FLT,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 2,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_03_DMR_ES,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 3,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_04_DML_ES,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 4,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_05_DER_ES,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 5,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_06_DAL_ES,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 6,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_07_DDL_ES,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 7,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_08_DDP_ES,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 8,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_09_DGD_SW_ES,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 9,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_10_DAP_ES,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 10,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_11_BBR_FAIL,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 11,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_12_DME_ES_CH1_FAIL,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 12,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_13_DME_ES_CH2_FAIL,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 13,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_14_DOE_ESB_CH1_FAIL,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 14,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_15_DOE_ESB_CH2_FAIL,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 15,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_16_ROC_ESB,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 16,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_17_RDP_ES,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 17,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_18_RMR_ES,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 18,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_19_RAL_ES,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 19,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_20_RDL_ES,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 20,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_21_RGD_FAULT,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 21,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_22_RGD_CH2_FAIL,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 22,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_23_RAP_ES,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 23,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_24_RESB_CH1_FAIL,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 24,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_25_RESB_CH2_FAIL,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 25,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_26_DGD_CH1_FAIL,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 26,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_27_DGD_CH2_FAIL,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 27,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_28_RGD_CH1_FAIL,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 28,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_29_DSG2_PSSC,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 29,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_30_CBLTACH_RB_BP_SWFLT,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 30,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F09_31_RESR_FAIL,[PLC1.Fault_Table[9]],0,Bit Array Little-Endian,Bit 31,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F10_00_CBL_TACH_RB_ES,[PLC1.Fault_Table[10]],0,Bit Array Little-Endian,Bit 0,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F10_01_CBL_TACH_OS_FLT,[PLC1.Fault_Table[10]],0,Bit Array Little-Endian,Bit 1,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F10_02_CBL_TACH_LOSS_FLT,[PLC1.Fault_Table[10]],0,Bit Array Little-Endian,Bit 2,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F10_03_ESR_FAIL,[PLC1.Fault_Table[10]],0,Bit Array Little-Endian,Bit 3,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F10_04_BB_TEST_FAIL,[PLC1.Fault_Table[10]],0,Bit Array Little-Endian,Bit 4,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F10_05_PLC_ESR1_OTT_FAIL,[PLC1.Fault_Table[10]],0,Bit Array Little-Endian,Bit 5,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F10_06_PLC_ESR2_OTT_FAIL,[PLC1.Fault_Table[10]],0,Bit Array Little-Endian,Bit 6,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F10_07_PLC_ESR3_OTT_FAIL,[PLC1.Fault_Table[10]],0,Bit Array Little-Endian,Bit 7,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F10_08_PLC_OS_FAULT,[PLC1.Fault_Table[10]],0,Bit Array Little-Endian,Bit 8,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F10_09_PLC_ESR4_OTT_FAIL,[PLC1.Fault_Table[10]],0,Bit Array Little-Endian,Bit 9,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F10_10_UNEXPECTED_MOV,[PLC1.Fault_Table[10]],0,Bit Array Little-Endian,Bit 10,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F10_11_DECCEL_ES_FLT,[PLC1.Fault_Table[10]],0,Bit Array Little-Endian,Bit 11,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F10_12_SD_OUT_FAIL_HIGH,[PLC1.Fault_Table[10]],0,Bit Array Little-Endian,Bit 12,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F10_13_DRV1_FAULT,[PLC1.Fault_Table[10]],0,Bit Array Little-Endian,Bit 13,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F10_14_DRV1_OS_OC,[PLC1.Fault_Table[10]],0,Bit Array Little-Endian,Bit 14,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F10_15_PD_OUT_FAIL_HIGH,[PLC1.Fault_Table[10]],0,Bit Array Little-Endian,Bit 15,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F10_16_STOP_IN_EVAC,[PLC1.Fault_Table[10]],0,Bit Array Little-Endian,Bit 16,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F10_17_SM_DISCREPANCY_FLT,[PLC1.Fault_Table[10]],0,Bit Array Little-Endian,Bit 17,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F10_18_SWITCH_CHECK_ACTIVE,[PLC1.Fault_Table[10]],0,Bit Array Little-Endian,Bit 18,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
F10_19_SVCBRK_NOT_SET,[PLC1.Fault_Table[10]],0,Bit Array Little-Endian,Bit 19,None,Read Only,,,No,,,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
