
[Flag.5.2]

Name,Value,Extent,FlagTreatAs,TakeBit,Manipulate,Access,Sim,OnWrite,HasSP,Label,Desc,Class,FormType,Format / On,Format / Off,ColType,Color / On,Color / Off,Event1 / Mode,Event2 / Mode,Trigger1 / Mode,Trigger2 / Mode,Sec / Access,Sec / Logging
Alarm_Table_8_4,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 4,None,Read Only,,,No,Alarm_Table[8].4,A08.04 Emergency Brake 2 Position Switch Failed,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_8_5,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 5,None,Read Only,,,No,Alarm_Table[8].5,A08.05 Rollback Brake 2 Position Switch Failed,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_8_6,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 6,None,Read Only,,,No,Alarm_Table[8].6,A08.06 Gearbox Vibration Above Normal,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_8_7,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 7,None,Read Only,,,No,Alarm_Table[8].7,A08.07 Gearbox Vibration Excessive,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_8_8,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 8,None,Read Only,,,No,Alarm_Table[8].8,A08.08 Arrival Cable Tach Rollback Relay (#1) is Bypassed,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_8_9,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 9,None,Read Only,,,No,Alarm_Table[8].9,A08.09 Departure Cable Tach Rollback Relay (#2) is Bypassed,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_8_10,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 10,None,Read Only,,,No,Alarm_Table[8].10,A08.10 Drive Fiber Box Ethernet Switch Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_8_11,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 11,None,Read Only,,,No,Alarm_Table[8].11,A08.11 Inverter 1 Brake Chopper not Ready,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_8_12,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 12,None,Read Only,,,No,Alarm_Table[8].12,A08.12 Inverter 1 Brake Chopper Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_8_13,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 13,None,Read Only,,,No,Alarm_Table[8].13,A08.13 Inverter 2 Brake Chopper not Ready,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_8_14,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 14,None,Read Only,,,No,Alarm_Table[8].14,A08.14 Inverter 2 Brake Chopper Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_8_15,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 15,None,Read Only,,,No,Alarm_Table[8].15,A08.15 Inverter 1 Brake Chopper Resistor Overtemp,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_8_16,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 16,None,Read Only,,,No,Alarm_Table[8].16,A08.16 Inverter 2 Brake Chopper Resistor Overtemp,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_8_17,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 17,None,Read Only,,,No,Alarm_Table[8].17,A08.17 Drive Machine Room Ethernet Switch Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_8_18,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 18,None,Read Only,,,No,Alarm_Table[8].18,A08.18 Return Fiber Box Ethernet Switch Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_8_19,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 19,None,Read Only,,,No,Alarm_Table[8].19,A08.19,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_8_20,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 20,None,Read Only,,,No,Alarm_Table[8].20,A08.20,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_8_21,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 21,None,Read Only,,,No,Alarm_Table[8].21,A08.21,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_8_22,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 22,None,Read Only,,,No,Alarm_Table[8].22,A08.22,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_8_23,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 23,None,Read Only,,,No,Alarm_Table[8].23,A08.23,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_8_24,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 24,None,Read Only,,,No,Alarm_Table[8].24,A08.24,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_8_25,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 25,None,Read Only,,,No,Alarm_Table[8].25,A08.25,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_8_26,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 26,None,Read Only,,,No,Alarm_Table[8].26,A08.26,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_8_27,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 27,None,Read Only,,,No,Alarm_Table[8].27,A08.27,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_8_28,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 28,None,Read Only,,,No,Alarm_Table[8].28,A08.28,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_8_29,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 29,None,Read Only,,,No,Alarm_Table[8].29,A08.29,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_8_30,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 30,None,Read Only,,,No,Alarm_Table[8].30,A08.30,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_8_31,[PLC1.Alarm_Table[8]],0,Bit Array Little-Endian,Bit 31,None,Read Only,,,No,Alarm_Table[8].31,A08.31,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_0,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 0,None,Read Only,,,No,Alarm_Table[9].0,A09.00 Inverter Power Meter - Over Current Alarm,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_1,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 1,None,Read Only,,,No,Alarm_Table[9].1,A09.01 Inverter Power Meter - Over Voltage Alarm,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_2,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 2,None,Read Only,,,No,Alarm_Table[9].2,A09.02 Inverter Power Meter - Under Voltage Alarm,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_3,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 3,None,Read Only,,,No,Alarm_Table[9].3,A09.03 Inverter Power Meter - Current Imbalance Alarm,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_4,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 4,None,Read Only,,,No,Alarm_Table[9].4,A09.04 Inverter Power Meter - Voltage Imbalance Alarm,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_5,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 5,None,Read Only,,,No,Alarm_Table[9].5,A09.05,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_6,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 6,None,Read Only,,,No,Alarm_Table[9].6,A09.06,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_7,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 7,None,Read Only,,,No,Alarm_Table[9].7,A09.07,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_8,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 8,None,Read Only,,,No,Alarm_Table[9].8,A09.08,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_9,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 9,None,Read Only,,,No,Alarm_Table[9].9,A09.09,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_10,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 10,None,Read Only,,,No,Alarm_Table[9].10,A09.10,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_11,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 11,None,Read Only,,,No,Alarm_Table[9].11,A09.11,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_12,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 12,None,Read Only,,,No,Alarm_Table[9].12,A09.12,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_13,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 13,None,Read Only,,,No,Alarm_Table[9].13,A09.13,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_14,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 14,None,Read Only,,,No,Alarm_Table[9].14,A09.14,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_15,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 15,None,Read Only,,,No,Alarm_Table[9].15,A09.15,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_16,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 16,None,Read Only,,,No,Alarm_Table[9].16,A09.16,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_17,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 17,None,Read Only,,,No,Alarm_Table[9].17,A09.17,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_18,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 18,None,Read Only,,,No,Alarm_Table[9].18,A09.18,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_19,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 19,None,Read Only,,,No,Alarm_Table[9].19,A09.19,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_20,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 20,None,Read Only,,,No,Alarm_Table[9].20,A09.20,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_21,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 21,None,Read Only,,,No,Alarm_Table[9].21,A09.21,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_22,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 22,None,Read Only,,,No,Alarm_Table[9].22,A09.22,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_23,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 23,None,Read Only,,,No,Alarm_Table[9].23,A09.23,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_24,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 24,None,Read Only,,,No,Alarm_Table[9].24,A09.24,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_25,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 25,None,Read Only,,,No,Alarm_Table[9].25,A09.25,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_26,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 26,None,Read Only,,,No,Alarm_Table[9].26,A09.26,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_27,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 27,None,Read Only,,,No,Alarm_Table[9].27,A09.27,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_28,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 28,None,Read Only,,,No,Alarm_Table[9].28,A09.28,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_29,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 29,None,Read Only,,,No,Alarm_Table[9].29,A09.29,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_30,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 30,None,Read Only,,,No,Alarm_Table[9].30,A09.30,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Alarm_Table_9_31,[PLC1.Alarm_Table[9]],0,Bit Array Little-Endian,Bit 31,None,Read Only,,,No,Alarm_Table[9].31,A09.31,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_0,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 0,None,Read Only,,,No,Bypass_Table[0].0,FB00.00 Return Guide Sheave Light Side Diagnostic Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_1,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 1,None,Read Only,,,No,Bypass_Table[0].1,FB00.01 Tower 1 Light Side Diagnostic Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_2,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 2,None,Read Only,,,No,Bypass_Table[0].2,FB00.02 Tower 2 Light Side Diagnostic Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_3,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 3,None,Read Only,,,No,Bypass_Table[0].3,FB00.03 Tower 3 Light Side Diagnostic Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_4,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 4,None,Read Only,,,No,Bypass_Table[0].4,FB00.04 Tower 4 Light Side Diagnostic Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_5,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 5,None,Read Only,,,No,Bypass_Table[0].5,FB00.05 Tower 5 Light Side Diagnostic Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_6,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 6,None,Read Only,,,No,Bypass_Table[0].6,FB00.06 Tower 6 Light Side Diagnostic Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_7,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 7,None,Read Only,,,No,Bypass_Table[0].7,FB00.07 Tower 7 Light Side Diagnostic Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_8,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 8,None,Read Only,,,No,Bypass_Table[0].8,FB00.08 Tower 8 Light Side Diagnostic Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_9,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 9,None,Read Only,,,No,Bypass_Table[0].9,FB00.09 Tower 9 Light Side Diagnostic Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_10,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 10,None,Read Only,,,No,Bypass_Table[0].10,FB00.10 Tower 10 Light Side Diagnostic Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_11,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 11,None,Read Only,,,No,Bypass_Table[0].11,FB00.11 Tower 11 Light Side Diagnostic Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_12,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 12,None,Read Only,,,No,Bypass_Table[0].12,FB00.12 Tower 12 Light Side Diagnostic Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_13,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 13,None,Read Only,,,No,Bypass_Table[0].13,FB00.13 Tower 13 Light Side Diagnostic Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_14,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 14,None,Read Only,,,No,Bypass_Table[0].14,FB00.14 Tower 14 Light Side Diagnostic Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_15,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 15,None,Read Only,,,No,Bypass_Table[0].15,FB00.15 Tower 15 Light Side Diagnostic Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_16,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 16,None,Read Only,,,No,Bypass_Table[0].16,FB00.16 Tower 16 Light Side Diagnostic Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_17,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 17,None,Read Only,,,No,Bypass_Table[0].17,FB00.17 Tower 17 Light Side Diagnostic Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_18,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 18,None,Read Only,,,No,Bypass_Table[0].18,FB00.18 Tower 18 Light Side Diagnostic Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_19,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 19,None,Read Only,,,No,Bypass_Table[0].19,FB00.19 Tower 19 Light Side Diagnostic Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_20,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 20,None,Read Only,,,No,Bypass_Table[0].20,FB00.20 Tower 20 Light Side Diagnostic Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_21,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 21,None,Read Only,,,No,Bypass_Table[0].21,FB00.21 Tower 21 Light Side Diagnostic Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_22,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 22,None,Read Only,,,No,Bypass_Table[0].22,FB00.22 Tower 22 Light Side Diagnostic Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_23,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 23,None,Read Only,,,No,Bypass_Table[0].23,FB00.23 Tower 23 Light Side Diagnostic Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_24,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 24,None,Read Only,,,No,Bypass_Table[0].24,FB00.24 Drive Guide Sheave Light Side Diagnostic Fault,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_25,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 25,None,Read Only,,,No,Bypass_Table[0].25,FB00.25,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_26,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 26,None,Read Only,,,No,Bypass_Table[0].26,FB00.26,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_27,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 27,None,Read Only,,,No,Bypass_Table[0].27,FB00.27,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_28,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 28,None,Read Only,,,No,Bypass_Table[0].28,FB00.28,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_29,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 29,None,Read Only,,,No,Bypass_Table[0].29,FB00.29,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_30,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 30,None,Read Only,,,No,Bypass_Table[0].30,FB00.30,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_0_31,[PLC1.Bypass_Table[0]],0,Bit Array Little-Endian,Bit 31,None,Read Only,,,No,Bypass_Table[0].31,FB00.31,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_1_0,[PLC1.Bypass_Table[1]],0,Bit Array Little-Endian,Bit 0,None,Read Only,,,No,Bypass_Table[1].0,FB01.00,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_1_1,[PLC1.Bypass_Table[1]],0,Bit Array Little-Endian,Bit 1,None,Read Only,,,No,Bypass_Table[1].1,FB01.01,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
Bypass_Table_1_2,[PLC1.Bypass_Table[1]],0,Bit Array Little-Endian,Bit 2,None,Read Only,,,No,Bypass_Table[1].2,FB01.02,,Two-State,,,Two-State,Red on Black,Lime on Black,Disabled,Disabled,Disabled,Disabled,Default for Object,Default for Object
